,CI_Cat,CI_Subcat,Impact,Urgency,Priority,Category,No_of_Reassignments,Closure_Code,Handle_Time_hrs,Ticket_Age,Open_Hour,Open_Day,Open_Month,Open_Year,Is_Weekend,is_network,is_app
14210,application,Desktop Application,3,3,3.0,incident,0.0,Software,1.2833333333333334,0,11,0,11,2013,False,0,1
14211,subapplication,Web Based Application,4,4,4.0,incident,3.0,Data,96.25,4,11,0,11,2013,False,0,1
14212,application,Server Based Application,5,5,5.0,incident,0.0,Software,2.85,0,11,0,11,2013,False,0,1
14213,application,Server Based Application,5,5,5.0,request for information,3.0,No error - works as designed,47.28333333333333,1,11,0,11,2013,False,0,1
14214,application,Server Based Application,4,4,4.0,incident,10.0,Software,214.5,8,11,0,11,2013,False,0,1
14215,application,Server Based Application,4,4,4.0,incident,0.0,Software,50.416666666666664,2,11,0,11,2013,False,0,1
14216,application,Server Based Application,4,4,4.0,incident,0.0,Operator error,0.85,0,11,0,11,2013,False,0,1
14217,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,4.1,0,11,0,11,2013,False,0,1
14218,application,Server Based Application,5,5,5.0,incident,0.0,Other,24.983333333333334,1,11,0,11,2013,False,0,1
14219,application,Web Based Application,5,5,5.0,incident,0.0,Other,0.65,0,11,0,11,2013,False,0,1
14220,application,Desktop Application,4,4,4.0,incident,1.0,Software,48.18333333333333,2,11,0,11,2013,False,0,1
14221,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,21.116666666666667,0,11,0,11,2013,False,0,1
14222,application,Server Based Application,4,4,4.0,incident,0.0,Other,0.75,0,11,0,11,2013,False,0,1
14223,application,Server Based Application,4,4,4.0,incident,0.0,No error - works as designed,4.616666666666666,0,11,0,11,2013,False,0,1
14224,application,Web Based Application,5,5,5.0,request for information,0.0,Unknown,28.766666666666666,1,11,0,11,2013,False,0,1
14225,subapplication,Server Based Application,5,5,5.0,request for information,0.0,User error,6.216666666666667,0,11,0,11,2013,False,0,1
14226,application,Desktop Application,3,3,3.0,incident,0.0,Referred,2.283333333333333,0,11,0,11,2013,False,0,1
14227,application,Server Based Application,5,5,5.0,incident,6.0,Other,99.31666666666666,4,11,0,11,2013,False,0,1
14228,application,Web Based Application,4,4,4.0,incident,0.0,Software,5.433333333333334,0,12,0,11,2013,False,0,1
14229,application,Server Based Application,4,4,4.0,incident,3.0,Other,20.75,0,12,0,11,2013,False,0,1
14230,application,Web Based Application,4,5,4.0,incident,3.0,Other,28.916666666666668,1,12,0,11,2013,False,0,1
14231,application,Server Based Application,4,4,4.0,incident,0.0,Other,0.5833333333333334,0,12,0,11,2013,False,0,1
14232,application,Web Based Application,4,4,4.0,incident,2.0,No error - works as designed,188.51666666666668,7,12,0,11,2013,False,0,1
14233,application,Desktop Application,3,3,3.0,incident,0.0,Software,1.55,0,12,0,11,2013,False,0,1
14234,application,Server Based Application,5,5,5.0,incident,1.0,Other,165.96666666666667,6,12,0,11,2013,False,0,1
14235,application,Desktop Application,5,5,5.0,incident,0.0,Software,2.216666666666667,0,12,0,11,2013,False,0,1
14236,subapplication,Server Based Application,5,5,5.0,request for information,0.0,Data,0.5,0,12,0,11,2013,False,0,1
14237,application,Web Based Application,5,5,5.0,incident,1.0,Other,243.06666666666666,10,12,0,11,2013,False,0,1
14238,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,23.6,0,11,0,11,2013,False,0,1
14239,application,Web Based Application,4,4,4.0,incident,0.0,Software,46.833333333333336,1,11,0,11,2013,False,0,1
14240,application,Server Based Application,3,3,3.0,incident,0.0,Operator error,3.433333333333333,0,11,0,11,2013,False,0,1
14241,application,Server Based Application,5,5,5.0,request for information,0.0,Other,0.1,0,12,0,11,2013,False,0,1
14242,application,Server Based Application,4,3,4.0,incident,0.0,Software,1.7666666666666666,0,12,0,11,2013,False,0,1
14243,application,Web Based Application,4,4,4.0,incident,2.0,Software,167.85,6,12,0,11,2013,False,0,1
14244,application,Web Based Application,4,4,4.0,incident,1.0,Data,3.7666666666666666,0,12,0,11,2013,False,0,1
14245,application,Web Based Application,4,4,4.0,incident,0.0,User manual not used,20.583333333333332,0,12,0,11,2013,False,0,1
14246,application,Web Based Application,4,4,4.0,incident,0.0,Other,1777.0833333333333,74,12,0,11,2013,False,0,1
14247,subapplication,Web Based Application,5,5,5.0,incident,0.0,Software,23.25,0,12,0,11,2013,False,0,1
14248,computer,Banking Device,4,4,4.0,incident,1.0,Other,24.033333333333335,1,12,0,11,2013,False,0,0
14249,application,Web Based Application,4,4,4.0,incident,3.0,User manual not used,44.766666666666666,1,12,0,11,2013,False,0,1
14250,application,Server Based Application,4,4,4.0,incident,1.0,Software,1.7833333333333334,0,12,0,11,2013,False,0,1
14251,subapplication,Web Based Application,5,5,5.0,incident,0.0,Software,23.366666666666667,0,12,0,11,2013,False,0,1
14252,application,Web Based Application,4,4,4.0,incident,0.0,Software,50.56666666666667,2,12,0,11,2013,False,0,1
14253,application,Web Based Application,4,4,4.0,incident,0.0,Other,1.6666666666666667,0,12,0,11,2013,False,0,1
14254,application,Web Based Application,5,5,5.0,incident,2.0,Data,430.48333333333335,17,12,0,11,2013,False,0,1
14255,application,Server Based Application,2,2,2.0,incident,1.0,Software,0.05,0,12,0,11,2013,False,0,1
14256,application,Web Based Application,4,4,4.0,incident,1.0,Data,3.5,0,12,0,11,2013,False,0,1
14257,application,Web Based Application,4,4,4.0,incident,4.0,Unknown,240.1,10,12,0,11,2013,False,0,1
14258,application,Server Based Application,4,4,4.0,incident,0.0,Other,69.76666666666667,2,12,0,11,2013,False,0,1
14259,application,Server Based Application,5,5,5.0,request for information,3.0,Other,1515.2,63,12,0,11,2013,False,0,1
14260,application,SharePoint Farm,4,4,4.0,incident,2.0,Software,1.5833333333333333,0,12,0,11,2013,False,0,0
14261,subapplication,Web Based Application,5,5,5.0,incident,0.0,Software,22.566666666666666,0,12,0,11,2013,False,0,1
14262,application,Server Based Application,4,4,4.0,incident,0.0,Other,0.5833333333333334,0,12,0,11,2013,False,0,1
14263,application,Server Based Application,5,5,5.0,incident,0.0,Operator error,2.033333333333333,0,12,0,11,2013,False,0,1
14264,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,2.316666666666667,0,13,0,11,2013,False,0,1
14265,application,Server Based Application,5,5,5.0,request for information,0.0,Other,43.56666666666667,1,13,0,11,2013,False,0,1
14266,application,Web Based Application,4,4,4.0,incident,1.0,Other,2955.05,123,13,0,11,2013,False,0,1
14267,application,Server Based Application,4,4,4.0,incident,1.0,Unknown,0.21666666666666667,0,13,0,11,2013,False,0,1
14268,application,SAP,5,5,5.0,request for information,0.0,Other,0.05,0,13,0,11,2013,False,0,0
14269,subapplication,Citrix,5,5,5.0,incident,2.0,Software,74.63333333333334,3,13,0,11,2013,False,0,0
14270,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,19.766666666666666,0,13,0,11,2013,False,0,1
14271,subapplication,Server Based Application,4,4,4.0,incident,0.0,Software,2.433333333333333,0,13,0,11,2013,False,0,1
14272,application,Server Based Application,4,4,4.0,incident,1.0,Other,2.65,0,13,0,11,2013,False,0,1
14273,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,0.4166666666666667,0,13,0,11,2013,False,0,1
14274,subapplication,Web Based Application,4,4,4.0,incident,1.0,Other,21.433333333333334,0,13,0,11,2013,False,0,1
14275,application,Server Based Application,5,5,5.0,request for information,0.0,User error,18.516666666666666,0,14,0,11,2013,False,0,1
14276,application,Web Based Application,4,4,4.0,incident,21.0,Other,1441.6833333333334,60,14,0,11,2013,False,0,1
14277,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,1.1333333333333333,0,14,0,11,2013,False,0,1
14278,application,Desktop Application,4,4,4.0,incident,1.0,Software,25.533333333333335,1,12,0,11,2013,False,0,1
14279,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,2.2666666666666666,0,12,0,11,2013,False,0,1
14280,application,Server Based Application,5,5,5.0,request for information,9.0,Other,98.61666666666666,4,12,0,11,2013,False,0,1
14281,application,Web Based Application,5,5,5.0,incident,1.0,Other,20.866666666666667,0,13,0,11,2013,False,0,1
14282,application,Server Based Application,5,5,5.0,request for information,5.0,No error - works as designed,554.1833333333333,23,13,0,11,2013,False,0,1
14283,application,Web Based Application,4,4,4.0,incident,0.0,Software,1.2666666666666666,0,13,0,11,2013,False,0,1
14284,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.3,0,13,0,11,2013,False,0,1
14285,application,Desktop Application,4,3,3.0,incident,0.0,Software,169.6,7,13,0,11,2013,False,0,1
14286,application,Citrix,4,4,4.0,incident,0.0,Software,0.8,0,14,0,11,2013,False,0,0
14287,storage,SAN,5,5,5.0,request for information,1.0,Data,187.45,7,14,0,11,2013,False,0,0
14288,computer,Laptop,5,5,5.0,incident,1.0,Other,22.933333333333334,0,14,0,11,2013,False,0,0
14289,application,Server Based Application,4,4,4.0,incident,2.0,Other,211.56666666666666,8,14,0,11,2013,False,0,1
14290,application,Server Based Application,5,5,5.0,request for information,0.0,Other,0.36666666666666664,0,14,0,11,2013,False,0,1
14291,application,Server Based Application,5,5,5.0,request for information,0.0,User manual not used,19.416666666666668,0,14,0,11,2013,False,0,1
14292,subapplication,Citrix,4,3,3.0,incident,0.0,Software,18.9,0,14,0,11,2013,False,0,0
14293,application,Server Based Application,4,4,4.0,incident,0.0,Software,18.6,0,14,0,11,2013,False,0,1
14294,subapplication,Server Based Application,4,4,4.0,incident,0.0,Other,42.666666666666664,1,14,0,11,2013,False,0,1
14295,computer,Windows Server,5,5,5.0,incident,0.0,Operator error,0.4166666666666667,0,14,0,11,2013,False,0,0
14296,application,SAP,5,5,5.0,request for information,4.0,Other,187.11666666666667,7,14,0,11,2013,False,0,0
14297,application,Web Based Application,4,4,4.0,incident,0.0,Software,43.78333333333333,1,14,0,11,2013,False,0,1
14298,application,Server Based Application,5,5,5.0,request for information,0.0,Other,0.1,0,15,0,11,2013,False,0,1
14299,application,Server Based Application,5,5,5.0,request for information,0.0,Other,88.48333333333333,3,15,0,11,2013,False,0,1
14300,application,Server Based Application,5,5,5.0,request for information,0.0,Other,1.7666666666666666,0,15,0,11,2013,False,0,1
14301,subapplication,Server Based Application,5,5,5.0,request for information,0.0,Data,0.26666666666666666,0,15,0,11,2013,False,0,1
14302,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,0.36666666666666664,0,15,0,11,2013,False,0,1
14303,application,Server Based Application,5,5,5.0,incident,0.0,Software,2.2666666666666666,0,15,0,11,2013,False,0,1
14304,subapplication,Web Based Application,3,3,3.0,incident,1.0,No error - works as designed,15.383333333333333,0,15,0,11,2013,False,0,1
14305,subapplication,Web Based Application,4,4,4.0,incident,0.0,Operator error,0.15,0,15,0,11,2013,False,0,1
14306,computer,Laptop,5,5,5.0,incident,3.0,Software,408.5833333333333,17,15,0,11,2013,False,0,0
14307,application,Desktop Application,4,4,4.0,incident,1.0,User manual not used,90.73333333333333,3,15,0,11,2013,False,0,1
14308,application,Server Based Application,5,5,5.0,request for information,0.0,Other,0.43333333333333335,0,15,0,11,2013,False,0,1
14309,application,Server Based Application,5,5,5.0,incident,0.0,Software,2.15,0,15,0,11,2013,False,0,1
14310,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,0.1,0,15,0,11,2013,False,0,1
14311,computer,Banking Device,2,2,2.0,incident,1.0,Other,18.483333333333334,0,16,0,11,2013,False,0,0
14312,application,Server Based Application,5,5,5.0,incident,0.0,Software,1.75,0,16,0,11,2013,False,0,1
14313,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,15.733333333333333,0,16,0,11,2013,False,0,1
14314,application,Server Based Application,5,5,5.0,request for information,2.0,Other,16.316666666666666,0,16,0,11,2013,False,0,1
14315,application,Server Based Application,3,3,3.0,incident,0.0,User error,0.05,0,16,0,11,2013,False,0,1
14316,application,SAP,5,5,5.0,request for information,2.0,Other,16.966666666666665,0,16,0,11,2013,False,0,0
14317,application,Web Based Application,4,4,4.0,incident,0.0,Software,71.76666666666667,2,16,0,11,2013,False,0,1
14318,application,Web Based Application,5,5,5.0,incident,2.0,Operator error,361.96666666666664,15,13,0,11,2013,False,0,1
14319,application,Server Based Application,5,5,5.0,request for information,0.0,Other,98.03333333333333,4,13,0,11,2013,False,0,1
14320,application,Server Based Application,5,5,5.0,request for information,0.0,Software,101.26666666666667,4,13,0,11,2013,False,0,1
14321,application,Server Based Application,4,4,4.0,incident,0.0,Other,0.45,0,13,0,11,2013,False,0,1
14322,application,Server Based Application,4,4,4.0,incident,0.0,Other,2.75,0,13,0,11,2013,False,0,1
14323,subapplication,Server Based Application,5,5,5.0,request for information,0.0,User error,1.6333333333333333,0,13,0,11,2013,False,0,1
14324,computer,Omgeving,4,3,4.0,incident,2.0,Software,19.65,0,13,0,11,2013,False,0,0
14325,application,Server Based Application,4,3,4.0,incident,0.0,Other,1.0666666666666667,0,13,0,11,2013,False,0,1
14326,networkcomponents,Switch,5,5,5.0,request for information,0.0,Data,1.0833333333333333,0,13,0,11,2013,False,0,0
14327,computer,Banking Device,5,5,5.0,incident,1.0,Hardware,670.05,27,13,0,11,2013,False,0,0
14328,networkcomponents,Switch,2,2,2.0,incident,0.0,Hardware,4.066666666666666,0,13,0,11,2013,False,0,0
14329,application,Server Based Application,4,4,4.0,incident,0.0,Other,0.31666666666666665,0,13,0,11,2013,False,0,1
14330,computer,Laptop,4,4,4.0,incident,0.0,Software,22.866666666666667,0,13,0,11,2013,False,0,0
14331,application,Server Based Application,5,5,5.0,incident,0.0,Other,218.36666666666667,9,13,0,11,2013,False,0,1
14332,computer,Banking Device,2,2,2.0,incident,0.0,Other,2.4,0,13,0,11,2013,False,0,0
14333,application,Web Based Application,4,4,4.0,incident,0.0,Software,2.4166666666666665,0,13,0,11,2013,False,0,1
14334,subapplication,Server Based Application,5,5,5.0,request for information,0.0,User error,1.5666666666666667,0,13,0,11,2013,False,0,1
14335,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,17.85,0,14,0,11,2013,False,0,1
14336,application,Desktop Application,5,5,5.0,incident,0.0,Unknown,19.4,0,14,0,11,2013,False,0,1
14337,application,Server Based Application,4,4,4.0,incident,0.0,Software,74.05,3,14,0,11,2013,False,0,1
14338,application,Server Based Application,5,5,5.0,incident,1.0,Software,0.06666666666666667,0,14,0,11,2013,False,0,1
14339,storage,SAN,4,4,4.0,incident,0.0,Other,90.45,3,14,0,11,2013,False,0,0
14340,application,Server Based Application,5,5,5.0,request for information,0.0,Other,18.866666666666667,0,14,0,11,2013,False,0,1
14341,computer,Desktop,5,5,5.0,incident,0.0,Hardware,42.55,1,14,0,11,2013,False,0,0
14342,application,Web Based Application,5,5,5.0,request for information,0.0,No error - works as designed,18.25,0,14,0,11,2013,False,0,1
14343,application,Server Based Application,3,3,3.0,incident,0.0,Software,1.3333333333333333,0,14,0,11,2013,False,0,1
14344,application,Server Based Application,4,4,4.0,incident,1.0,Other,68.66666666666667,2,14,0,11,2013,False,0,1
14345,application,Web Based Application,4,4,4.0,incident,9.0,User error,162.76666666666668,6,14,0,11,2013,False,0,1
14346,application,Web Based Application,5,5,5.0,incident,6.0,User manual not used,73.85,3,14,0,11,2013,False,0,1
14347,application,Standard Application,3,3,3.0,incident,0.0,Other,0.48333333333333334,0,14,0,11,2013,False,0,1
14348,application,Server Based Application,4,4,4.0,incident,5.0,Other,164.3,6,14,0,11,2013,False,0,1
14349,application,Server Based Application,4,4,4.0,incident,6.0,Other,354.06666666666666,14,14,0,11,2013,False,0,1
14350,application,Server Based Application,4,4,4.0,incident,5.0,Other,69.11666666666666,2,14,0,11,2013,False,0,1
14351,application,Server Based Application,5,5,5.0,request for information,2.0,Other,380.73333333333335,15,14,0,11,2013,False,0,1
14352,application,Server Based Application,5,5,5.0,request for information,0.0,No error - works as designed,167.1,6,14,0,11,2013,False,0,1
14353,application,Desktop Application,4,4,4.0,incident,0.0,Software,17.216666666666665,0,14,0,11,2013,False,0,1
14354,application,Server Based Application,5,5,5.0,incident,0.0,Software,3.2,0,14,0,11,2013,False,0,1
14355,application,Client Based Application,3,3,3.0,request for information,2.0,No error - works as designed,18.816666666666666,0,14,0,11,2013,False,0,1
14356,computer,Banking Device,4,4,4.0,incident,1.0,Other,22.166666666666668,0,15,0,11,2013,False,0,0
14357,application,Web Based Application,4,4,4.0,incident,0.0,Software,0.2833333333333333,0,15,0,11,2013,False,0,1
14358,application,Server Based Application,3,3,3.0,incident,5.0,Software,49.18333333333333,2,15,0,11,2013,False,0,1
14359,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,0.9166666666666666,0,14,0,11,2013,False,0,1
14360,application,Server Based Application,5,5,5.0,request for information,2.0,Other,188.08333333333334,7,14,0,11,2013,False,0,1
14361,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,1.1333333333333333,0,14,0,11,2013,False,0,1
14362,application,Web Based Application,4,4,4.0,incident,0.0,Unknown,549.2666666666667,22,14,0,11,2013,False,0,1
14363,application,Server Based Application,5,5,5.0,incident,0.0,Software,20.833333333333332,0,14,0,11,2013,False,0,1
14364,application,Server Based Application,4,4,4.0,incident,5.0,Other,409.35,17,14,0,11,2013,False,0,1
14365,application,Server Based Application,5,5,5.0,request for information,2.0,Other,47.583333333333336,1,14,0,11,2013,False,0,1
14366,application,Server Based Application,5,5,5.0,incident,10.0,Other,165.76666666666668,6,14,0,11,2013,False,0,1
14367,application,Web Based Application,4,4,4.0,incident,2.0,Other,19.45,0,14,0,11,2013,False,0,1
14368,application,Server Based Application,5,5,5.0,incident,2.0,Software,20.183333333333334,0,14,0,11,2013,False,0,1
14369,application,Server Based Application,5,5,5.0,incident,3.0,Software,359.1333333333333,14,15,0,11,2013,False,0,1
14370,application,Web Based Application,4,4,4.0,incident,3.0,Other,25.716666666666665,1,15,0,11,2013,False,0,1
14371,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.4,0,15,0,11,2013,False,0,1
14372,application,Server Based Application,3,3,3.0,incident,0.0,Hardware,1.2666666666666666,0,15,0,11,2013,False,0,1
14373,application,Server Based Application,5,5,5.0,request for information,2.0,Other,43.983333333333334,1,15,0,11,2013,False,0,1
14374,application,Server Based Application,4,4,4.0,incident,4.0,Other,21.75,0,15,0,11,2013,False,0,1
14375,application,Web Based Application,4,4,4.0,incident,6.0,No error - works as designed,43.86666666666667,1,15,0,11,2013,False,0,1
14376,application,Web Based Application,4,4,4.0,incident,2.0,Software,72.48333333333333,3,15,0,11,2013,False,0,1
14377,application,Server Based Application,4,4,4.0,incident,1.0,Other,42.083333333333336,1,15,0,11,2013,False,0,1
14378,application,Server Based Application,4,4,4.0,incident,0.0,Other,1.35,0,15,0,11,2013,False,0,1
14379,application,Server Based Application,5,5,5.0,incident,0.0,Software,2.55,0,15,0,11,2013,False,0,1
14380,application,Server Based Application,5,5,5.0,incident,0.0,Software,19.233333333333334,0,15,0,11,2013,False,0,1
14381,displaydevice,Monitor,4,4,4.0,incident,2.0,Hardware,64.83333333333333,2,15,0,11,2013,False,0,0
14382,displaydevice,Monitor,4,4,4.0,incident,2.0,Hardware,64.86666666666666,2,15,0,11,2013,False,0,0
14383,application,Server Based Application,3,3,3.0,incident,8.0,Software,186.86666666666667,7,15,0,11,2013,False,0,1
14384,displaydevice,Monitor,4,4,4.0,incident,2.0,Hardware,64.88333333333334,2,15,0,11,2013,False,0,0
14385,displaydevice,Monitor,4,4,4.0,incident,2.0,Hardware,64.86666666666666,2,15,0,11,2013,False,0,0
14386,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,15.533333333333333,0,16,0,11,2013,False,0,1
14387,application,Server Based Application,3,3,3.0,incident,0.0,No error - works as designed,0.2833333333333333,0,16,0,11,2013,False,0,1
14388,application,Server Based Application,3,3,3.0,incident,1.0,Operator error,19.166666666666668,0,16,0,11,2013,False,0,1
14389,application,Web Based Application,4,4,4.0,incident,0.0,Software,1.3,0,16,0,11,2013,False,0,1
14390,application,Web Based Application,4,4,4.0,incident,0.0,Other,18.3,0,16,0,11,2013,False,0,1
14391,application,Server Based Application,4,4,4.0,incident,1.0,Other,19.166666666666668,0,16,0,11,2013,False,0,1
14392,application,Web Based Application,5,4,4.0,request for information,0.0,Other,0.6166666666666667,0,16,0,11,2013,False,0,1
14393,application,Web Based Application,4,4,4.0,incident,3.0,Other,19.4,0,16,0,11,2013,False,0,1
14394,application,Server Based Application,4,4,4.0,incident,9.0,Other,379.43333333333334,15,16,0,11,2013,False,0,1
14395,application,Desktop Application,4,4,4.0,incident,4.0,No error - works as designed,231.83333333333334,9,16,0,11,2013,False,0,1
14396,displaydevice,Monitor,4,4,4.0,incident,2.0,Hardware,213.63333333333333,8,16,0,11,2013,False,0,0
14397,application,Server Based Application,3,3,3.0,incident,1.0,Data,16.583333333333332,0,18,0,11,2013,False,0,1
14398,application,Server Based Application,3,3,3.0,incident,1.0,No error - works as designed,1.1,0,18,0,11,2013,False,0,1
14399,application,Web Based Application,5,5,5.0,incident,7.0,Software,211.53333333333333,8,19,0,11,2013,False,0,1
14400,application,Server Based Application,4,3,4.0,incident,0.0,User manual not used,0.7166666666666667,0,7,1,11,2013,False,0,1
14401,application,Web Based Application,4,4,4.0,incident,0.0,Other,0.65,0,15,0,11,2013,False,0,1
14402,application,Server Based Application,5,5,5.0,request for information,0.0,No error - works as designed,24.2,1,15,0,11,2013,False,0,1
14403,application,Server Based Application,2,2,2.0,incident,0.0,Other,17.933333333333334,0,15,0,11,2013,False,0,1
14404,application,Server Based Application,5,5,5.0,incident,0.0,Software,3.1333333333333333,0,15,0,11,2013,False,0,1
14405,subapplication,Web Based Application,4,4,4.0,incident,0.0,No error - works as designed,43.8,1,15,0,11,2013,False,0,1
14406,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,0.35,0,15,0,11,2013,False,0,1
14407,subapplication,Web Based Application,5,5,5.0,incident,0.0,Software,19.716666666666665,0,15,0,11,2013,False,0,1
14408,application,Server Based Application,3,3,3.0,incident,0.0,Other,0.45,0,15,0,11,2013,False,0,1
14409,application,Server Based Application,5,5,5.0,incident,2.0,Software,19.316666666666666,0,15,0,11,2013,False,0,1
14410,application,Server Based Application,4,4,4.0,incident,3.0,Other,67.45,2,15,0,11,2013,False,0,1
14411,subapplication,Server Based Application,3,3,3.0,incident,3.0,Software,379.06666666666666,15,16,0,11,2013,False,0,1
14412,application,Web Based Application,5,5,5.0,incident,0.0,Other,329.3333333333333,13,16,0,11,2013,False,0,1
14413,application,Server Based Application,5,5,5.0,request for information,1.0,Operator error,65.36666666666666,2,16,0,11,2013,False,0,1
14414,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,15.533333333333333,0,16,0,11,2013,False,0,1
14415,application,Server Based Application,4,3,4.0,incident,3.0,Software,17.65,0,16,0,11,2013,False,0,1
14416,subapplication,Server Based Application,5,5,5.0,request for information,0.0,User error,0.6666666666666666,0,16,0,11,2013,False,0,1
14417,application,Citrix,4,4,4.0,incident,3.0,Unknown,48.0,2,16,0,11,2013,False,0,0
14418,application,Server Based Application,5,5,5.0,incident,0.0,Software,22.866666666666667,0,16,0,11,2013,False,0,1
14419,application,Web Based Application,5,5,5.0,incident,1.0,Software,41.333333333333336,1,21,0,11,2013,False,0,1
14420,application,Server Based Application,4,4,4.0,request for information,1.0,Other,36.21666666666667,1,8,1,11,2013,False,0,1
14421,computer,Laptop,5,5,5.0,incident,2.0,Hardware,193.15,8,8,1,11,2013,False,0,0
14422,application,Server Based Application,4,4,4.0,incident,0.0,Other,196.8,8,9,1,11,2013,False,0,1
14423,application,Server Based Application,4,4,4.0,incident,0.0,Operator error,146.73333333333332,6,9,1,11,2013,False,0,1
14424,application,Server Based Application,4,4,4.0,incident,1.0,Other,50.05,2,9,1,11,2013,False,0,1
14425,application,Server Based Application,4,4,4.0,request for information,1.0,Other,1.2833333333333334,0,9,1,11,2013,False,0,1
14426,application,Server Based Application,5,5,5.0,incident,1.0,Software,0.4,0,9,1,11,2013,False,0,1
14427,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.6833333333333333,0,9,1,11,2013,False,0,1
14428,application,Server Based Application,5,5,5.0,incident,0.0,Software,1.35,0,10,1,11,2013,False,0,1
14429,application,Web Based Application,4,4,4.0,incident,5.0,Software,190.01666666666668,7,15,0,11,2013,False,0,1
14430,application,Web Based Application,4,4,4.0,incident,0.0,Other,0.38333333333333336,0,15,0,11,2013,False,0,1
14431,application,Web Based Application,4,4,4.0,incident,0.0,Data,24.333333333333332,1,15,0,11,2013,False,0,1
14432,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,0.38333333333333336,0,15,0,11,2013,False,0,1
14433,application,Web Based Application,4,4,4.0,incident,0.0,Other,92.1,3,15,0,11,2013,False,0,1
14434,application,Web Based Application,5,5,5.0,incident,3.0,No error - works as designed,1265.45,52,15,0,11,2013,False,0,1
14435,application,Server Based Application,4,4,4.0,incident,6.0,Other,332.0833333333333,13,15,0,11,2013,False,0,1
14436,application,Server Based Application,4,4,4.0,incident,0.0,Software,190.18333333333334,7,15,0,11,2013,False,0,1
14437,application,Server Based Application,5,5,5.0,incident,0.0,Software,19.6,0,15,0,11,2013,False,0,1
14438,application,Web Based Application,4,4,4.0,incident,0.0,Other,16.233333333333334,0,15,0,11,2013,False,0,1
14439,application,Server Based Application,5,5,5.0,incident,0.0,Software,19.616666666666667,0,15,0,11,2013,False,0,1
14440,application,Desktop Application,5,5,5.0,incident,0.0,Software,17.066666666666666,0,15,0,11,2013,False,0,1
14441,application,Server Based Application,3,3,3.0,incident,0.0,Hardware,21.4,0,15,0,11,2013,False,0,1
14442,subapplication,Server Based Application,5,5,5.0,request for information,0.0,Data,0.6666666666666666,0,15,0,11,2013,False,0,1
14443,application,Server Based Application,5,5,5.0,incident,0.0,Software,19.616666666666667,0,15,0,11,2013,False,0,1
14444,application,Server Based Application,5,5,5.0,incident,0.0,Software,19.25,0,15,0,11,2013,False,0,1
14445,application,Server Based Application,5,5,5.0,request for information,0.0,Other,169.45,7,15,0,11,2013,False,0,1
14446,application,Server Based Application,5,5,5.0,incident,3.0,Other,352.95,14,15,0,11,2013,False,0,1
14447,computer,Laptop,5,5,5.0,incident,1.0,Hardware,168.21666666666667,7,15,0,11,2013,False,0,0
14448,application,Exchange,5,5,5.0,request for information,1.0,User error,18.4,0,15,0,11,2013,False,0,0
14449,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,15.466666666666667,0,15,0,11,2013,False,0,1
14450,application,Web Based Application,5,5,5.0,incident,0.0,Software,19.416666666666668,0,15,0,11,2013,False,0,1
14451,subapplication,Web Based Application,4,4,4.0,incident,6.0,No error - works as designed,1024.55,42,15,0,11,2013,False,0,1
14452,application,Server Based Application,5,5,5.0,incident,0.0,Software,19.35,0,15,0,11,2013,False,0,1
14453,application,Web Based Application,5,5,5.0,incident,4.0,Software,165.75,6,16,0,11,2013,False,0,1
14454,application,Web Based Application,4,4,4.0,incident,3.0,Other,39.86666666666667,1,16,0,11,2013,False,0,1
14455,application,Web Based Application,5,5,5.0,incident,0.0,Other,23.75,0,16,0,11,2013,False,0,1
14456,application,Server Based Application,4,4,4.0,incident,1.0,Hardware,89.96666666666667,3,16,0,11,2013,False,0,1
14457,application,Server Based Application,5,5,5.0,request for information,2.0,Other,21.55,0,16,0,11,2013,False,0,1
14458,application,Web Based Application,4,4,4.0,incident,0.0,Software,186.48333333333332,7,16,0,11,2013,False,0,1
14459,application,Web Based Application,5,5,5.0,incident,6.0,Software,94.71666666666667,3,16,0,11,2013,False,0,1
14460,application,Server Based Application,5,5,5.0,incident,0.0,Software,47.2,1,16,0,11,2013,False,0,1
14461,application,Web Based Application,4,4,4.0,incident,0.0,Software,0.8833333333333333,0,16,0,11,2013,False,0,1
